dbn,district,school_dist,school_name,building_id,swd,ell,poverty,location_category_description,grades_text,longitude,latitude,borough_code,counts,opend_year
26Q213,26,26,P.S. 213 The Carl Ullman School,Q213,0.138,0.127,0.545,Elementary,"PK,0K,01,02,03,04,05,SE",-73.74539,40.747457,Q,1,1955
26Q266,26,26,P.S./I.S. 266,Q266,0.229,0.027,0.468,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",-73.728415,40.746128,Q,1,2003
26Q315,26,26,Business Technology Early College High School,Q435,0.127,0.033,0.732,High school,"09,10,11,12,SE",-73.739726,40.733888,Q,2,2014
26Q430,26,26,Francis Lewis High School,Q430,0.144,0.099,0.69,High school,"09,10,11,12,SE",-73.795049,40.740875,Q,1,1960
26Q435,26,26,Martin Van Buren High School,Q435,0.141,0.146,0.765,High school,"09,10,11,12,SE",-73.739726,40.733888,Q,2,1955
26Q566,26,26,"Queens High School of Teaching, Liberal Arts and the Sciences",Q566,0.186,0.024,0.619,High school,"09,10,11,12,SE",-73.728834,40.744197,Q,1,2003
27Q042,27,27,P.S./M.S 042 R. Vernam,Q042,0.303,0.033,0.958,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",-73.794804,40.594358,Q,1,1925
27Q043,27,27,P.S. 043,Q043,0.237,0.073,0.92,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",-73.761086,40.59348,Q,2,1996
27Q053,27,27,M.S. 053 Brian Piccolo,Q053,0.351,0.161,0.887,Junior High-Intermediate-Middle,"06,07,08,09,SE",-73.749891,40.604019,Q,3,1973
27Q202,27,27,J.H.S. 202 Robert H. Goddard,Q202,0.158,0.065,0.748,Junior High-Intermediate-Middle,"06,07,08,SE",-73.845992,40.670905,Q,2,1964
27Q226,27,27,J.H.S. 226 Virgil I. Grissom,Q226,0.191,0.074,0.876,Junior High-Intermediate-Middle,"06,07,08,SE",-73.81673,40.675021,Q,3,1975
27Q253,27,27,P.S. 253,Q253,0.246,0.316,0.962,Elementary,"PK,0K,01,02,03,04,05,SE",-73.748799,40.607247,Q,1,2004
27Q254,27,27,P.S. 254 - The Rosa Parks School,Q254,0.147,0.179,0.796,Elementary,"PK,0K,01,02,03,04,05,SE",-73.847886,40.6972,Q,1,2004
27Q260,27,27,Frederick Douglass Academy VI High School,Q465,0.24,0.321,0.794,High school,"09,10,11,12,SE",-73.763995,40.601537,Q,4,2004
27Q261,27,27,Voyages Prep - South Queens,Q400,0.123,0.016,0.713,High school,"09,12,SE",-73.782684,40.673949,Q,3,2013
27Q262,27,27,Channel View School for Research,Q410,0.138,0.022,0.701,Secondary School,"06,07,08,09,10,11,12,SE",-73.825317,40.586012,Q,4,2004
27Q282,27,27,Knowledge and Power Preparatory Academy VI,Q465,0.183,0.065,0.86,Junior High-Intermediate-Middle,"06,07,08,SE",-73.763995,40.601537,Q,4,2006
27Q297,27,27,Hawtree Creek Middle School,Q226,0.229,0.033,0.882,Junior High-Intermediate-Middle,"06,07,08,SE",-73.81673,40.675021,Q,3,2013
27Q302,27,27,"Queens High School for Information, Research, and Technology",Q465,0.198,0.181,0.726,High school,"09,10,11,12,SE",-73.763995,40.601537,Q,4,2008
27Q308,27,27,Robert H. Goddard High School of Communication Arts and Technology,Q202,0.197,0.046,0.735,High school,"09,10,11,12,SE",-73.845992,40.670905,Q,2,2008
27Q309,27,27,Academy of Medical Technology: A College Board School,Q465,0.165,0.179,0.844,Secondary School,"06,07,08,09,10,11,12,SE",-73.763995,40.601537,Q,4,2008
27Q314,27,27,Epic High School - South,Q226,0.189,0.075,0.748,High school,"09,10,11,12,SE",-73.81673,40.675021,Q,3,2014
27Q317,27,27,Waterside Children's Studio School,Q225,0.193,0.1,0.67,Elementary,"PK,0K,01,02,03,04,05,SE",-73.83109,40.580907,Q,2,2009
27Q318,27,27,Waterside School For Leadership,Q225,0.265,0.072,0.879,Junior High-Intermediate-Middle,"06,07,08,SE",-73.83109,40.580907,Q,2,2009
27Q319,27,27,Village Academy,Q053,0.27,0.146,0.83,Junior High-Intermediate-Middle,"06,07,08,SE",-73.749891,40.604019,Q,3,2009
27Q324,27,27,Rockaway Park High School for Environmental Sustainability,Q410,0.319,0.132,0.882,High school,"09,10,11,12,SE",-73.825317,40.586012,Q,4,2010
27Q333,27,27,Goldie Maple Academy,Q198,0.121,0.007,0.708,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",-73.786649,40.594008,Q,1,2006
27Q351,27,27,Rockaway Collegiate High School,Q410,0.281,0.122,0.899,High school,"09,10,11,12,SE",-73.825317,40.586012,Q,4,2011
27Q377,27,27,P.S. 377,Q335,0.114,0.07,0.618,Elementary,"PK,0K,01,02,SE",-73.83685,40.668083,Q,1,2017
27Q400,27,27,August Martin High School,Q400,0.23,0.051,0.84,High school,"09,10,11,12,SE",-73.782684,40.673949,Q,3,1942
27Q475,27,27,Richmond Hill High School,Q475,0.151,0.196,0.808,High school,"09,10,11,12,SE",-73.833815,40.695171,Q,1,1929
27Q480,27,27,John Adams High School,Q480,0.138,0.123,0.796,High school,"09,10,11,12,SE",-73.838616,40.680065,Q,1,1930
27Q650,27,27,"High School for Construction Trades, Engineering and Architecture",Q650,0.169,0.016,0.706,High school,"09,10,11,12,SE",-73.841475,40.689177,Q,1,2006
28Q008,28,28,J.H.S. 008 Richard S. Grossley,Q008,0.219,0.121,0.864,Junior High-Intermediate-Middle,"06,07,08,SE",-73.786403,40.69691,Q,3,1963
28Q040,28,28,P.S. 040 Samuel Huntington,Q040,0.2,0.125,0.877,Elementary,"PK,0K,01,02,03,04,05,SE",-73.790975,40.693559,Q,2,1912
28Q048,28,28,P.S. 048 William Wordsworth,Q276,0.204,0.085,0.886,Elementary,"PK,0K,01,02,03,04,05,SE",-73.796358,40.693736,Q,1,1936
28Q072,28,28,Catherine & Count Basie Middle School 72,Q072,0.294,0.085,0.783,Junior High-Intermediate-Middle,"06,07,08,SE",-73.775643,40.675014,Q,2,1967
28Q167,28,28,Metropolitan Expeditionary Learning School,Q686,0.198,0.025,0.676,Secondary School,"06,07,08,09,10,11,12,SE",-73.855543,40.708431,Q,2,2010
28Q182,28,28,P.S. 182 Samantha Smith,Q277,0.187,0.376,0.951,Elementary,"PK,0K,01,02,03,04,05,SE",-73.803183,40.70675,Q,1,1987
28Q284,28,28,York Early College Academy,Q008,0.122,0.005,0.743,Secondary School,"06,07,08,09,10,11,12,SE",-73.786403,40.69691,Q,3,2006
28Q287,28,28,The Emerson School,Q008,0.217,0.142,0.836,Junior High-Intermediate-Middle,"06,07,08,SE",-73.786403,40.69691,Q,3,2013
28Q310,28,28,Queens Collegiate: A College Board School,Q470,0.147,0.088,0.874,Secondary School,"06,07,08,09,10,11,12,SE",-73.798658,40.714551,Q,4,2008
28Q312,28,28,Jamaica Children's School,Q040,0.312,0.101,0.873,Elementary,"0K,01,02,03,04,05,SE",-73.790975,40.693559,Q,2,2014
28Q325,28,28,Hillside Arts & Letters Academy,Q470,0.186,0.124,0.706,High school,"09,10,11,12,SE",-73.798658,40.714551,Q,4,2010
28Q328,28,28,High School for Community Leadership,Q470,0.16,0.134,0.706,High school,"09,10,11,12,SE",-73.798658,40.714551,Q,4,2010
28Q332,28,28,Redwood Middle School,Q072,0.223,0.04,0.623,Junior High-Intermediate-Middle,"06,07,08,SE",-73.775643,40.675014,Q,2,2014
28Q338,28,28,Queens Satellite High School for Opportunity,Q595,0.103,0.056,0.841,High school,"09,10,11,12",-73.799532,40.708204,Q,1,2010
28Q349,28,28,The Queens School for Leadership and Excellence,Q314,0.135,0.194,0.862,Elementary,"PK,0K,01,02,03,04,SE",-73.797981,40.708698,Q,2,2015
28Q350,28,28,Jamaica Gateway to the Sciences,Q470,0.141,0.091,0.72,High school,"09,10,11,12,SE",-73.798658,40.714551,Q,4,2011
28Q358,28,28,M.S. 358,Q314,0.202,0.155,0.865,Junior High-Intermediate-Middle,"06,07,08,SE",-73.797981,40.708698,Q,2,2015
28Q680,28,28,Queens Gateway to Health Sciences Secondary School,Q695,0.13,0.009,0.584,Secondary School,"06,07,08,09,10,11,12,SE",-73.805923,40.718027,Q,1,1998
28Q686,28,28,Queens Metropolitan High School,Q686,0.185,0.041,0.571,High school,"09,10,11,12,SE",-73.855543,40.708431,Q,2,2010
28Q690,28,28,High School for Law Enforcement and Public Safety,Q690,0.218,0.066,0.78,High school,"09,10,11,12,SE",-73.783438,40.685838,Q,1,2003
29Q035,29,29,P.S. 035 Nathaniel Woodhull,Q035,0.149,0.155,0.808,Elementary,"PK,0K,01,02,03,04,05,SE",-73.768894,40.713438,Q,2,1931
29Q037,29,29,Cynthia Jenkins School,Q037,0.207,0.045,0.819,Elementary,"PK,0K,01,02,03,04,05,SE",-73.758778,40.676201,Q,2,1928
29Q059,29,29,I.S. 059 Springfield Gardens,Q059,0.191,0.04,0.681,Junior High-Intermediate-Middle,"06,07,08,SE",-73.752772,40.681881,Q,2,1956
29Q131,29,29,P.S. 131 Abigail Adams,Q035,0.141,0.139,0.906,Elementary,"0K,01,02,03,04,05,SE",-73.794061,40.71715,Q,2,1926
29Q131,29,29,P.S. 131 Abigail Adams, Q131,0.141,0.139,0.906,Elementary,"0K,01,02,03,04,05,SE",-73.794061,40.71715,Q,1,1926
29Q134,29,29,P.S. 134 Hollis,Q134,0.152,0.14,0.807,Elementary,"PK,0K,01,02,03,04,05,SE",-73.754747,40.707535,Q,1,1928
29Q138,29,29,P.S./M.S. 138 Sunrise,Q138,0.173,0.069,0.758,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",-73.734342,40.659876,Q,2,1931
29Q147,29,29,P.S./M.S. 147 Ronald McNair,Q147,0.211,0.064,0.658,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",-73.74014,40.698028,Q,1,1930
29Q156,29,29,P.S. 156 Laurelton,Q156,0.137,0.086,0.64,Elementary,"PK,0K,01,02,03,04,05,SE",-73.743327,40.672259,Q,2,1931
29Q192,29,29,I.S. 192 The Linden,Q192,0.239,0.07,0.729,Junior High-Intermediate-Middle,"06,07,08,SE",-73.752885,40.705989,Q,2,1963
29Q208,29,26,P.S./I.S. 208,Q208,0.197,0.018,0.411,K-8,"0K,01,02,03,04,05,06,07,08,SE",-73.727632,40.744276,Q,1,2003
29Q243,29,29,Institute for Health Professions at Cambria Heights,Q490,0.107,0.102,0.784,High school,"09,10,11,12,SE",-73.74633,40.698786,Q,4,2013
29Q248,29,29,Queens Preparatory Academy,Q420,0.155,0.105,0.798,High school,"09,10,11,12,SE",-73.757744,40.66903,Q,4,2005
29Q259,29,29,Pathways College Preparatory School: A College Board School,Q192,0.164,0.024,0.74,Secondary School,"06,07,08,09,10,11,12,SE",-73.752885,40.705989,Q,2,2005
29Q265,29,29,Excelsior Preparatory High School,Q420,0.178,0.057,0.751,High school,"09,10,11,12,SE",-73.757744,40.66903,Q,4,2004
29Q268,29,29,P.S./I.S. 268,Q268,0.166,0.178,0.749,K-8,"0K,01,02,03,04,05,06,07,08,SE",-73.78521,40.707648,Q,1,2003
29Q270,29,29,The Gordon Parks School,Q270,0.17,0.004,0.867,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",-73.736232,40.67507,Q,1,2003
29Q272,29,29,George Washington Carver High School for the Sciences,Q420,0.172,0.023,0.695,High school,"09,10,11,12,SE",-73.757744,40.66903,Q,4,2004
29Q283,29,29,Preparatory Academy for Writers: A College Board School,Q420,0.158,0.041,0.716,Secondary School,"06,07,08,09,10,11,12,SE",-73.757744,40.66903,Q,4,2006
29Q289,29,29,Queens United Middle School,Q156,0.236,0.051,0.708,Junior High-Intermediate-Middle,"06,07,08,SE",-73.743327,40.672259,Q,2,2013
29Q295,29,29,P.S./I.S. 295,Q263,0.176,0.082,0.765,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",-73.731398,40.720617,Q,1,2007
29Q313,29,29,Benjamin Franklin High School for Finance & Information Technology,Q490,0.172,0.116,0.838,High school,"09,10,11,12,SE",-73.74633,40.698786,Q,4,2014
29Q355,29,29,Collaborative Arts Middle School,Q231,0.216,0.053,0.808,Junior High-Intermediate-Middle,"06,07,08,SE",-73.759396,40.664809,Q,2,2011
29Q356,29,29,Community Voices Middle School,Q231,0.262,0.071,0.785,Junior High-Intermediate-Middle,"06,07,08,SE",-73.759396,40.664809,Q,2,2011
29Q492,29,29,"Mathematics, Science Research and Technology Magnet High School",Q490,0.105,0.172,0.825,High school,"09,10,11,12,SE",-73.74633,40.698786,Q,4,1996
29Q498,29,29,Humanities & Arts Magnet High School,Q490,0.167,0.102,0.817,High school,"09,10,11,12,SE",-73.74633,40.698786,Q,4,1996
30Q017,30,30,P.S. 017 Henry David Thoreau,Q017,0.2,0.24,0.716,Elementary,"PK,0K,01,02,03,04,05,SE",-73.922544,40.768034,Q,2,1967
30Q076,30,30,P.S. 076 William Hallet,Q076,0.323,0.143,0.808,Elementary,"PK,0K,01,02,03,04,05,SE",-73.94163,40.760862,Q,2,1966
30Q078,30,30,P.S./I.S. 78Q,Q312,0.128,0.057,0.178,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",-73.957177,40.744368,Q,1,1997
30Q078,30,30,P.S./I.S. 78Q, Q868,0.128,0.057,0.178,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",-73.957177,40.744368,Q,1,1997
30Q111,30,30,P.S. 111 Jacob Blackwell,Q111,0.274,0.119,0.951,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",-73.939181,40.758342,Q,2,1950
30Q126,30,30,Albert Shanker School for Visual and Performing Arts,Q126,0.15,0.072,0.819,Junior High-Intermediate-Middle,"06,07,08,SE",-73.92999,40.766008,Q,1,1925
30Q204,30,30,I.S. 204 Oliver W. Holmes,Q204,0.274,0.148,0.888,Junior High-Intermediate-Middle,"06,07,08,SE",-73.932628,40.756471,Q,2,1957
30Q234,30,30,P.S. 234,Q234,0.182,0.138,0.771,Elementary,"PK,0K,01,02,03,04,05,SE",-73.923044,40.766898,Q,2,2003
30Q235,30,30,Academy for New Americans,Q234,0,1,0.882,Junior High-Intermediate-Middle,"06,07,08",-73.923044,40.766898,Q,2,1999
30Q258,30,30,Energy Tech High School,Q204,0.176,0.047,0.721,High school,"09,10,11,12,SE",-73.932628,40.756471,Q,2,2013
30Q291,30,30,Hunters Point Community Middle School,Q404,0.245,0.036,0.564,Junior High-Intermediate-Middle,"06,07,08,SE",-73.959183,40.742964,Q,2,2013
30Q300,30,30,The 30th Avenue School (G&T Citywide),Q017,0.051,0.028,0.254,K-8,"0K,01,02,03,04,05,06,07,08,SE",-73.922544,40.768034,Q,2,2014
30Q300,30,30,The 30th Avenue School (G&T Citywide), Q126,0.051,0.028,0.254,K-8,"0K,01,02,03,04,05,06,07,08,SE",-73.922544,40.768034,Q,1,2014
30Q301,30,30,Academy for Careers in Television and Film,Q404,0.223,0.036,0.646,High school,"09,10,11,12,SE",-73.959183,40.742964,Q,2,2008
30Q384,30,30,P.S. 384,Q972,0.105,0.2,0.219,Elementary,"0K,01",-73.940316,40.748159,Q,1,2018
30Q450,30,30,Long Island City High School,Q452,0.171,0.105,0.827,High school,"09,10,11,12,SE",-73.933907,40.765881,Q,1,1996
30Q501,30,30,Frank Sinatra School of the Arts High School,Q570,0.184,0.006,0.338,High school,"09,10,11,12,SE",-73.925182,40.756099,Q,1,2000
30Q502,30,30,Information Technology High School,Q725,0.197,0.068,0.778,High school,"09,10,11,12,SE",-73.946488,40.748502,Q,1,2002
30Q555,30,30,Newcomers High School,Q450,0.014,0.742,0.9,High school,"09,10,11,12,SE",-73.936592,40.751838,Q,2,1996
30Q575,30,30,Academy of American Studies,Q450,0.078,0.016,0.619,High school,"09,10,11,12,SE",-73.937564,40.751144,Q,2,1996
31R002,31,31,I.S. R002 George L. Egbert,R002,0.215,0.082,0.735,Junior High-Intermediate-Middle,"06,07,08,SE",-74.099685,40.576728,R,2,1963
31R006,31,31,P.S. 6 Corporal Allan F. Kivlehan School,R006,0.355,0.028,0.388,Elementary,"PK,0K,01,02,03,04,05,SE",-74.230118,40.510207,R,2,2000
31R007,31,31,I.S. 007 Elias Bernstein,R007,0.197,0.02,0.396,Junior High-Intermediate-Middle,"06,07,08,SE",-74.186096,40.522971,R,2,1965
31R010,31,31,Fort Hill Collaborative Elementary School,R016,0.443,0.224,0.953,Elementary,"0K,01,02,03,04,05,SE",-74.079594,40.639638,R,2,2014
31R016,31,31,P.S. 016 John J. Driscoll,R016,0.279,0.276,0.982,Elementary,"PK,0K,01,02,03,04,05,SE",-74.079594,40.639638,R,2,1966
31R024,31,31,I.S. 024 Myra S. Barnes,R024,0.249,0.012,0.46,Junior High-Intermediate-Middle,"06,07,08,SE",-74.145558,40.54549,R,2,1968
31R028,31,31,The Eagle Academy for Young Men of Staten Island,R049,0.405,0.049,0.82,Secondary School,"06,07,08,09,10,11,SE",-74.080695,40.620443,R,2,2014
31R028,31,31,The Eagle Academy for Young Men of Staten Island, R082,0.405,0.049,0.82,Secondary School,"06,07,08,09,10,11,SE",-74.080695,40.620443,R,1,2014
31R036,31,31,P.S. 036 J. C. Drumgoole,R036,0.209,0.032,0.369,Elementary,"PK,0K,01,02,03,04,05,SE",-74.182548,40.543433,R,1,1974
31R047,31,31,CSI High School for International Studies,R043,0.16,0.002,0.503,High school,"09,10,11,12,SE",-74.159343,40.581958,R,3,2005
31R048,31,31,P.S. 048 William G. Wilcox,R071,0.193,0.066,0.421,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",-74.091239,40.603492,R,1,1931
31R049,31,31,I.S. 49 Berta A. Dreyfus,R049,0.358,0.138,0.929,Junior High-Intermediate-Middle,"06,07,08,SE",-74.080695,40.620443,R,2,1962
31R058,31,31,Space Shuttle Columbia School,R058,0.247,0.097,0.548,Elementary,"PK,0K,01,02,03,04,05,SE",-74.160867,40.582791,R,1,2003
31R061,31,31,I.S. 061 William A Morris,R061,0.301,0.109,0.805,Junior High-Intermediate-Middle,"06,07,08,SE",-74.097941,40.634497,R,1,1971
31R063,31,31,Marsh Avenue School for Expeditionary Learning,R043,0.23,0.013,0.494,Junior High-Intermediate-Middle,"06,07,08,SE",-74.159343,40.581958,R,3,2008
31R064,31,31,Gaynor McCown Expeditionary Learning School,R043,0.3,0.014,0.483,High school,"09,10,11,12,SE",-74.159343,40.581958,R,3,2008
31R066,31,31,The Richmond Pre-K Center,R066,0.216,0,0.363,,,,,R,2,
31R066,31,31,The Richmond Pre-K Center, R068,0.216,0,0.363,,,,,R,1,
31R066,31,31,The Richmond Pre-K Center, R077,0.216,0,0.363,,,,,R,1,
31R066,31,31,The Richmond Pre-K Center, R094,0.216,0,0.363,,,,,R,1,
31R066,31,31,The Richmond Pre-K Center, R113,0.216,0,0.363,,,,,R,1,
31R066,31,31,The Richmond Pre-K Center, R091,0.216,0,0.363,,,,,R,1,
31R066,31,31,The Richmond Pre-K Center, R093,0.216,0,0.363,,,,,R,1,
31R066,31,31,The Richmond Pre-K Center, R090,0.216,0,0.363,,,,,R,1,
31R068,31,31,Port Richmond School for Visionary Learning,R066,0.237,0.048,0.756,Elementary,"PK,0K,01,02,03,SE",-74.142526,40.624781,R,2,2016
31R075,31,31,I.S. 075 Frank D. Paulo,R075,0.224,0.01,0.376,Junior High-Intermediate-Middle,"06,07,08,SE",-74.197033,40.544535,R,1,1985
31R080,31,31,The Michael J. Petrides School,R880,0.294,0.012,0.467,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-74.105883,40.607637,R,2,1995
31R440,31,31,New Dorp High School,R435,0.232,0.048,0.612,High school,"09,10,11,12,SE",-74.105878,40.570909,R,1,1996
31R445,31,31,Port Richmond High School,R445,0.296,0.102,0.777,High school,"09,10,11,12,SE",-74.141924,40.635562,R,1,1927
31R455,31,31,Tottenville High School,R455,0.211,0.019,0.351,High school,"09,10,11,12,SE",-74.193431,40.528152,R,1,1972
31R861,31,31,Staten Island School of Civic Leadership,R861,0.25,0.048,0.737,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",-74.164427,40.62031,R,1,2009
32K168,32,32,The Brooklyn School for Math and Research,K480,0.204,0.105,0.914,High school,"09,10,11,12,SE",-73.911751,40.696457,K,4,2011
32K291,32,32,J.H.S. 291 Roland Hayes,K291,0.236,0.344,0.9,Junior High-Intermediate-Middle,"06,07,08,SE",-73.915217,40.695875,K,3,1975
32K347,32,32,I.S. 347 School of Humanities,K111,0.223,0.271,0.935,Junior High-Intermediate-Middle,"06,07,08,SE",-73.927938,40.70081,K,2,2000
32K349,32,32,"I.S. 349 Math, Science & Tech.",K111,0.218,0.178,0.943,Junior High-Intermediate-Middle,"06,07,08,09,SE",-73.927938,40.70081,K,2,2000
32K377,32,32,P.S. 377 Alejandrina B. De Gautier,K377,0.169,0.134,0.817,K-8,"PK,0K,01,02,03,04,05,SE",-73.915159,40.693542,K,2,1974
32K383,32,32,J.H.S. 383 Philippa Schuyler,K383,0.177,0.039,0.837,Junior High-Intermediate-Middle,"05,06,07,08,SE",-73.919088,40.697898,K,1,1977
32K384,32,32,P.S. /I.S. 384 Frances E. Carter,K384,0.265,0.209,0.858,K-8,"PK,0K,01,02,03,04,05,06,07,08,SE",-73.904695,40.689883,K,1,1975
32K403,32,32,Academy for Excellence in Leadership,K480,0.166,0.516,0.924,High school,"09,10,11,12,SE",-73.911751,40.696457,K,4,2006
32K549,32,32,The Brooklyn School for Social Justice,K480,0.207,0.399,0.808,High school,"09,10,11,12,SE",-73.911751,40.696457,K,4,2003
32K552,32,32,The Academy of Urban Planning and Engineering,K480,0.24,0.268,0.885,High school,"09,10,11,12,SE",-73.911751,40.696457,K,4,2003
32K562,32,32,Evergreen Middle School for Urban Exploration,K296,0.234,0.174,0.924,Junior High-Intermediate-Middle,"06,07,08,SE",-73.910589,40.688647,K,2,2012
32K564,32,32,Bushwick Community High School,K291,0.322,0.065,0.874,High school,"09,10,11,12",-73.915217,40.695875,K,3,2004
75K036,75,19,P.S. 36,K192,0.99,0.085,0.91,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.887195,40.660465,K,2,1989
75K036,75,19,P.S. 36, K213,0.99,0.085,0.91,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.887195,40.660465,K,1,1989
75K036,75,19,P.S. 36, K224,0.99,0.085,0.91,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.887195,40.660465,K,1,1989
75K036,75,19,P.S. 36, K470,0.99,0.085,0.91,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.887195,40.660465,K,1,1989
75K036,75,19,P.S. 36, K857,0.99,0.085,0.91,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.887195,40.660465,K,1,1989
75K053,75,15,P.S. K053,K088,1,0.282,0.918,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.988743,40.660805,K,2,1989
75K053,75,15,P.S. K053, K104,1,0.282,0.918,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.988743,40.660805,K,1,1989
75K053,75,15,P.S. K053, K296,1,0.282,0.918,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.988743,40.660805,K,1,1989
75K053,75,15,P.S. K053, K384,1,0.282,0.918,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.988743,40.660805,K,1,1989
75K053,75,15,P.S. K053, K410,1,0.282,0.918,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.988743,40.660805,K,2,1989
75K053,75,15,P.S. K053, K422,1,0.282,0.918,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.988743,40.660805,K,1,1989
75K053,75,15,P.S. K053, K437,1,0.282,0.918,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.988743,40.660805,K,1,1989
75K053,75,15,P.S. K053, K535,1,0.282,0.918,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.988743,40.660805,K,1,1989
75K053,75,15,P.S. K053, KBXG,1,0.282,0.918,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.988743,40.660805,K,1,1989
75K077,75,13,P.S. K077,K164,1,0.275,0.837,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.976648,40.678809,K,2,1999
75K077,75,13,P.S. K077, K178,1,0.275,0.837,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.976648,40.678809,K,1,1999
75K077,75,13,P.S. K077, K555,1,0.275,0.837,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.976648,40.678809,K,2,1999
75K077,75,13,P.S. K077, K902,1,0.275,0.837,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.976648,40.678809,K,1,1999
75K077,75,13,P.S. K077, K917,1,0.275,0.837,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.976648,40.678809,K,1,1999
75K077,75,13,P.S. K077, K660,1,0.275,0.837,K-12 all grades,"0K,01,02,03,04,05,06,07,08,09,10,11,12,SE",-73.976648,40.678809,K,1,1999
75K140,75,13,P.S. K140,K005,1,0.083,0.931,K-8,"0K,01,02,03,04,05,06,07,08,SE",-73.9456,40.68192,K,2,1999
75K140,75,13,P.S. K140, K021,1,0.083,0.931,K-8,"0K,01,02,03,04,05,06,07,08,SE",-73.9456,40.68192,K,1,1999
75K140,75,13,P.S. K140, K026,1,0.083,0.931,K-8,"0K,01,02,03,04,05,06,07,08,SE",-73.9456,40.68192,K,1,1999
75K140,75,13,P.S. K140, K258,1,0.083,0.931,K-8,"0K,01,02,03,04,05,06,07,08,SE",-73.9456,40.68192,K,1,1999
75K140,75,13,P.S. K140, K304,1,0.083,0.931,K-8,"0K,01,02,03,04,05,06,07,08,SE",-73.9456,40.68192,K,1,1999
75K141,75,17,P.S. K141,K002,0.995,0.199,0.883,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,SE",-73.951575,40.656423,K,3,1996
75K141,75,17,P.S. K141, K035,0.995,0.199,0.883,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,SE",-73.951575,40.656423,K,1,1996
75K141,75,17,P.S. K141, K054,0.995,0.199,0.883,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,SE",-73.951575,40.656423,K,1,1996
75K141,75,17,P.S. K141, K071,0.995,0.199,0.883,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,SE",-73.951575,40.656423,K,1,1996
75K141,75,17,P.S. K141, K380,0.995,0.199,0.883,K-12 all grades,"PK,0K,01,02,03,04,05,06,07,08,09,10,11,SE",-73.951575,40.656423,K,1,1996
75K231,75,20,P.S. K231,K180,0.997,0.332,0.835,K-8,"0K,01,02,03,04,05,06,07,08,09,SE",-73.98925,40.626454,K,2,1995
75K231,75,20,P.S. K231, K215,0.997,0.332,0.835,K-8,"0K,01,02,03,04,05,06,07,08,09,SE",-73.98925,40.626454,K,1,1995
75K231,75,20,P.S. K231, K238,0.997,0.332,0.835,K-8,"0K,01,02,03,04,05,06,07,08,09,SE",-73.98925,40.626454,K,1,1995
75K231,75,20,P.S. K231, K264,0.997,0.332,0.835,K-8,"0K,01,02,03,04,05,06,07,08,09,SE",-73.98925,40.626454,K,1,1995
75K231,75,20,P.S. K231, K331,0.997,0.332,0.835,K-8,"0K,01,02,03,04,05,06,07,08,09,SE",-73.98925,40.626454,K,1,1995
